Measurement : PES-PEG400
Device : OCA35XL
Customer : OCA35XL
Sample : PES-PEG400
Operator : schubotz
Remarks : OCA35XL

Run-No	Age[ms]	CA(M)[°]	CA(L)[°]	CA(R)[°]	CM	BD[mm]	Vol[µL]	Mag[pixel/mm]	BI left[mm]	BI right[mm]	Height[mm]
315	151247,53	67,47	69,00	65,95	T	3,32	NA	48,85	5,61	8,93	0,00
316	151566,61	67,42	69,09	65,76	T	3,34	NA	48,84	5,61	8,95	0,00
317	151885,70	67,25	68,96	65,55	T	3,34	NA	48,84	5,61	8,95	0,00
318	152204,80	66,98	68,46	65,49	T	3,34	NA	48,85	5,61	8,95	0,00
319	152523,88	66,88	68,54	65,22	T	3,34	NA	48,85	5,61	8,95	0,00
320	152842,97	66,64	68,10	65,17	T	3,34	NA	48,84	5,61	8,95	0,00
321	153162,06	66,77	68,28	65,26	T	3,34	NA	48,83	5,61	8,95	0,00
322	153481,14	66,55	67,93	65,17	T	3,36	NA	48,83	5,61	8,97	0,00
323	153800,23	66,28	67,66	64,90	T	3,36	NA	48,84	5,61	8,97	0,00
324	154119,31	66,06	67,43	64,69	T	3,36	NA	48,84	5,61	8,97	0,00
325	154438,41	65,96	67,28	64,64	T	3,36	NA	48,83	5,61	8,97	0,00
326	154757,50	65,97	67,19	64,75	T	3,36	NA	48,84	5,61	8,97	0,00
327	155076,58	65,81	67,10	64,51	T	3,36	NA	48,83	5,61	8,97	0,00
328	155395,67	65,53	66,79	64,26	T	3,36	NA	48,83	5,61	8,97	0,00
329	155714,77	65,67	67,00	64,34	T	3,36	NA	48,85	5,61	8,97	0,00
330	156033,84	65,54	66,92	64,17	T	3,38	NA	48,83	5,61	8,99	0,00
331	156352,94	65,47	66,84	64,10	T	3,38	NA	48,83	5,61	8,99	0,00
332	156672,03	65,41	66,84	63,98	T	3,38	NA	48,84	5,61	8,99	0,00
333	156991,11	65,27	66,56	63,97	T	3,38	NA	48,84	5,61	8,99	0,00
334	157310,20	65,15	66,41	63,90	T	3,38	NA	48,84	5,61	8,99	0,00
335	157629,28	65,18	66,34	64,02	T	3,38	NA	48,83	5,61	8,99	0,00
336	157948,38	64,92	66,16	63,68	T	3,40	NA	48,84	5,59	8,99	0,00
337	158267,47	64,87	66,24	63,50	T	3,40	NA	48,84	5,59	8,99	0,00
338	158586,55	64,88	66,23	63,52	T	3,40	NA	48,83	5,59	8,99	0,00
339	158905,64	64,71	66,08	63,34	T	3,40	NA	48,83	5,59	8,99	0,00
340	159224,73	64,71	66,08	63,33	T	3,40	NA	48,84	5,59	8,99	0,00
341	159543,81	64,69	66,07	63,31	T	3,40	NA	48,85	5,59	8,99	0,00
342	159862,91	64,73	66,14	63,32	T	3,40	NA	48,85	5,59	8,99	0,00
343	160181,98	64,50	65,82	63,19	T	3,40	NA	48,84	5,59	8,99	0,00
344	160501,08	64,48	65,84	63,12	T	3,42	NA	48,84	5,59	9,01	0,00
345	160820,17	64,48	65,89	63,08	T	3,42	NA	48,84	5,59	9,01	0,00
346	161139,25	64,42	65,82	63,03	T	3,42	NA	48,83	5,59	9,01	0,00
347	161462,39	64,46	65,85	63,06	T	3,42	NA	48,84	5,59	9,01	0,00
348	161781,48	64,35	65,82	62,88	T	3,42	NA	48,84	5,59	9,01	0,00
349	162100,59	64,40	66,00	62,81	T	3,42	NA	48,84	5,59	9,01	0,00
350	162419,69	64,38	65,89	62,86	T	3,42	NA	48,83	5,59	9,01	0,00
351	162738,78	64,22	65,75	62,69	T	3,42	NA	48,84	5,59	9,01	0,00
352	163057,88	64,18	65,65	62,72	T	3,42	NA	48,83	5,59	9,01	0,00
353	163376,97	64,11	65,58	62,64	T	3,42	NA	48,83	5,59	9,01	0,00
354	163696,06	64,21	65,62	62,79	T	3,42	NA	48,84	5,59	9,01	0,00
355	164015,16	64,16	65,71	62,62	T	3,42	NA	48,82	5,59	9,01	0,00
356	164334,27	63,93	65,48	62,37	T	3,42	NA	48,84	5,59	9,01	0,00
357	164653,36	63,93	65,51	62,35	T	3,42	NA	48,85	5,59	9,01	0,00
358	164972,45	63,86	65,36	62,36	T	3,42	NA	48,84	5,59	9,01	0,00
359	165291,55	63,82	65,42	62,21	T	3,42	NA	48,83	5,59	9,01	0,00
360	165610,64	63,85	65,49	62,20	T	3,42	NA	48,83	5,59	9,01	0,00
361	165929,73	63,73	65,31	62,15	T	3,42	NA	48,85	5,59	9,01	0,00
362	166248,83	63,78	65,51	62,04	T	3,42	NA	48,84	5,59	9,01	0,00
363	166567,94	63,66	65,41	61,91	T	3,42	NA	48,84	5,59	9,01	0,00
364	166887,03	63,65	65,38	61,91	T	3,42	NA	48,85	5,59	9,01	0,00
365	167206,13	63,67	65,39	61,95	T	3,42	NA	48,83	5,59	9,01	0,00
366	167525,22	63,64	65,29	61,99	T	3,42	NA	48,85	5,59	9,01	0,00
367	167844,31	63,64	65,34	61,93	T	3,42	NA	48,83	5,59	9,01	0,00
368	168163,41	63,61	65,36	61,86	T	3,42	NA	48,83	5,59	9,01	0,00
369	168482,50	63,47	65,29	61,66	T	3,42	NA	48,85	5,59	9,01	0,00
370	168801,61	63,42	65,23	61,61	T	3,42	NA	48,84	5,59	9,01	0,00
371	169120,70	63,24	65,06	61,42	T	3,42	NA	48,84	5,59	9,01	0,00
372	169439,80	62,93	64,67	61,19	T	3,42	NA	48,83	5,59	9,01	0,00
373	169758,89	62,71	64,59	60,82	T	3,42	NA	48,85	5,59	9,01	0,00
374	170077,98	62,53	64,29	60,76	T	3,42	NA	48,84	5,59	9,01	0,00
375	170397,08	62,26	63,97	60,55	T	3,42	NA	48,84	5,59	9,01	0,00
376	170716,17	61,99	63,75	60,24	T	3,42	NA	48,83	5,59	9,01	0,00
377	171035,28	61,55	63,37	59,74	T	3,44	NA	48,83	5,59	9,03	0,00
378	171354,38	61,31	63,04	59,59	T	3,42	NA	48,83	5,59	9,01	0,00
379	171673,47	60,92	62,72	59,12	T	3,44	NA	48,84	5,59	9,03	0,00
380	171992,56	60,78	62,64	58,92	T	3,44	NA	48,82	5,59	9,03	0,00
381	172311,66	60,42	62,21	58,62	T	3,44	NA	48,84	5,59	9,03	0,00
382	172630,75	60,06	61,93	58,19	T	3,44	NA	48,84	5,59	9,03	0,00
383	172949,84	59,75	61,45	58,05	T	3,44	NA	48,84	5,59	9,03	0,00
384	173268,95	59,52	61,33	57,70	T	3,44	NA	48,85	5,59	9,03	0,00
385	173588,05	59,30	61,23	57,36	T	3,44	NA	48,85	5,59	9,03	0,00
386	173907,14	59,02	60,80	57,23	T	3,44	NA	48,84	5,59	9,03	0,00
387	174226,23	58,67	60,47	56,86	T	3,44	NA	48,85	5,59	9,03	0,00
388	174545,33	58,29	60,11	56,46	T	3,44	NA	48,85	5,59	9,03	0,00
389	174864,42	58,14	59,91	56,36	T	3,44	NA	48,83	5,59	9,03	0,00
390	175183,52	57,82	59,58	56,06	T	3,42	NA	48,84	5,59	9,01	0,00
391	175502,63	57,47	59,34	55,59	T	3,44	NA	48,84	5,59	9,03	0,00
392	175821,72	57,21	59,04	55,38	T	3,44	NA	48,85	5,59	9,03	0,00
393	176140,81	56,70	58,44	54,96	T	3,44	NA	48,84	5,59	9,03	0,00
394	176459,91	56,46	58,20	54,72	T	3,44	NA	48,83	5,59	9,03	0,00
395	176779,00	56,06	57,87	54,25	T	3,44	NA	48,84	5,59	9,03	0,00
396	177098,09	55,93	57,65	54,22	T	3,44	NA	48,83	5,59	9,03	0,00
397	177417,19	55,66	57,55	53,78	T	3,44	NA	48,84	5,59	9,03	0,00
398	177736,30	55,39	57,21	53,57	T	3,44	NA	48,84	5,59	9,03	0,00
399	178055,39	54,72	56,51	52,94	T	3,44	NA	48,84	5,59	9,03	0,00
400	178374,48	54,61	56,28	52,93	T	3,42	NA	48,82	5,59	9,01	0,00
401	178693,58	54,32	56,27	52,36	T	3,44	NA	48,82	5,59	9,03	0,00
402	179012,67	53,94	55,71	52,18	T	3,42	NA	48,83	5,59	9,01	0,00
403	179331,77	53,69	55,50	51,89	T	3,42	NA	48,83	5,59	9,01	0,00
404	179650,86	53,15	54,89	51,41	T	3,44	NA	48,83	5,59	9,03	0,00
405	179969,97	52,91	54,87	50,96	T	3,44	NA	48,83	5,59	9,03	0,00
406	180289,06	52,54	54,62	50,47	T	3,44	NA	48,84	5,59	9,03	0,00
407	180608,16	52,20	54,12	50,28	T	3,44	NA	48,84	5,59	9,03	0,00
408	180927,25	51,81	53,77	49,86	T	3,44	NA	48,82	5,59	9,03	0,00
409	181246,34	51,61	53,49	49,73	T	3,44	NA	48,83	5,59	9,03	0,00
410	181565,44	48,23	53,19	43,26	T	3,38	NA	48,83	5,59	8,97	0,00
411	181884,53	47,79	52,73	42,85	T	3,38	NA	48,83	5,59	8,97	0,00
412	182203,64	47,62	52,50	42,73	T	3,40	NA	48,84	5,59	8,99	0,00
413	182522,73	47,26	52,20	42,32	T	3,38	NA	48,82	5,59	8,97	0,00
414	182841,83	46,85	51,73	41,97	T	3,38	NA	48,84	5,59	8,97	0,00
415	183160,92	46,64	51,59	41,70	T	3,38	NA	48,84	5,59	8,97	0,00
416	183480,02	46,39	51,21	41,58	T	3,38	NA	48,83	5,59	8,97	0,00
417	183799,11	46,23	50,98	41,48	T	3,38	NA	48,83	5,59	8,97	0,00
418	184118,20	45,78	50,54	41,02	T	3,38	NA	48,85	5,59	8,97	0,00
419	184437,31	45,59	50,45	40,72	T	3,38	NA	48,83	5,59	8,97	0,00
420	184756,41	45,29	50,11	40,48	T	3,38	NA	48,84	5,59	8,97	0,00
421	185075,50	43,42	46,52	40,31	T	3,40	NA	48,83	5,57	8,97	0,00
422	185394,59	42,97	45,96	39,98	T	3,42	NA	48,85	5,57	8,99	0,00
423	185713,69	42,67	45,69	39,64	T	3,40	NA	48,83	5,57	8,97	0,00
424	186032,78	42,16	45,07	39,25	T	3,40	NA	48,83	5,57	8,97	0,00
425	186351,88	42,13	45,03	39,23	T	3,40	NA	48,84	5,57	8,97	0,00
426	186670,98	41,84	44,85	38,83	T	3,40	NA	48,84	5,57	8,97	0,00
427	186990,08	41,63	44,66	38,59	T	3,40	NA	48,83	5,57	8,97	0,00
428	187309,17	41,17	44,12	38,22	T	3,40	NA	48,84	5,57	8,97	0,00
429	187628,27	40,90	43,79	38,00	T	3,42	NA	48,83	5,57	8,99	0,00
430	187947,36	40,63	43,59	37,67	T	3,40	NA	48,83	5,57	8,97	0,00
431	188266,45	40,43	43,38	37,48	T	3,40	NA	48,84	5,57	8,97	0,00
432	188585,55	40,09	42,83	37,35	T	3,40	NA	48,83	5,57	8,97	0,00
433	188904,66	39,83	42,73	36,92	T	3,40	NA	48,84	5,57	8,97	0,00
434	189223,75	39,43	42,33	36,53	T	3,40	NA	48,83	5,57	8,97	0,00
435	189542,84	38,98	41,63	36,32	T	3,40	NA	48,83	5,57	8,97	0,00
436	189861,94	38,62	41,40	35,83	T	3,40	NA	48,84	5,57	8,97	0,00
437	190181,03	38,46	41,27	35,65	T	3,40	NA	48,83	5,57	8,97	0,00
438	190500,13	37,97	40,64	35,30	T	3,40	NA	48,83	5,57	8,97	0,00
439	190819,22	37,62	40,33	34,91	T	3,42	NA	48,84	5,57	8,99	0,00
440	191138,33	37,43	40,05	34,82	T	3,40	NA	48,83	5,57	8,97	0,00
441	191457,42	37,25	40,12	34,37	T	3,40	NA	48,83	5,57	8,97	0,00
442	191776,52	36,82	39,57	34,06	T	3,40	NA	48,84	5,57	8,97	0,00
443	192095,61	36,29	38,76	33,82	T	3,42	NA	48,81	5,57	8,99	0,00
444	192414,70	36,29	39,00	33,58	T	3,40	NA	48,83	5,57	8,97	0,00
445	192733,80	35,95	38,80	33,10	T	3,40	NA	48,83	5,57	8,97	0,00
446	193052,89	34,99	36,97	33,01	T	3,32	NA	48,82	5,65	8,97	0,00
447	193372,00	34,62	36,66	32,58	T	3,32	NA	48,84	5,65	8,97	0,00
448	193691,09	35,01	37,60	32,43	T	3,40	NA	48,84	5,57	8,97	0,00
449	194010,19	34,10	36,14	32,05	T	3,32	NA	48,83	5,65	8,97	0,00
450	194329,28	34,21	36,77	31,65	T	3,40	NA	48,85	5,57	8,97	0,00
451	194648,38	34,20	36,82	31,58	T	3,40	NA	48,85	5,57	8,97	0,00
452	194967,47	33,09	35,16	31,02	T	3,32	NA	48,83	5,65	8,97	0,00
453	195286,56	32,72	34,86	30,58	T	3,32	NA	48,83	5,65	8,97	0,00
454	195605,67	32,32	34,36	30,29	T	3,32	NA	48,82	5,65	8,97	0,00
455	195924,77	32,32	34,39	30,24	T	3,32	NA	48,83	5,65	8,97	0,00
456	196243,86	31,87	34,06	29,68	T	3,32	NA	48,83	5,65	8,97	0,00
457	196562,95	31,58	33,86	29,30	T	3,32	NA	48,84	5,65	8,97	0,00
458	196882,05	31,39	33,32	29,45	T	3,30	NA	48,82	5,65	8,95	0,00
459	197201,14	31,16	33,28	29,05	T	3,30	NA	48,83	5,65	8,95	0,00
460	197520,23	30,56	32,16	28,95	T	3,30	NA	48,83	5,65	8,95	0,00
461	197839,34	30,74	32,61	28,88	T	3,30	NA	48,83	5,65	8,95	0,00
462	198158,44	30,23	31,88	28,57	T	3,32	NA	48,83	5,65	8,97	0,00
463	198477,53	30,12	31,90	28,34	T	3,26	NA	48,83	5,67	8,93	0,00
464	198796,63	29,84	31,75	27,93	T	3,26	NA	48,84	5,67	8,93	0,00
465	199115,72	29,71	31,56	27,85	T	3,26	NA	48,83	5,67	8,93	0,00
466	199434,81	29,41	31,20	27,62	T	3,26	NA	48,84	5,67	8,93	0,00
467	199753,91	29,05	31,04	27,06	T	3,26	NA	48,84	5,67	8,93	0,00
468	200073,02	28,93	30,69	27,17	T	3,26	NA	48,83	5,67	8,93	0,00
469	200392,11	28,62	30,59	26,65	T	3,26	NA	48,84	5,67	8,93	0,00
470	200711,20	28,70	30,90	26,50	T	3,22	NA	48,83	5,69	8,91	0,00
471	201030,30	28,55	30,71	26,40	T	3,21	NA	48,83	5,69	8,91	0,00
472	201349,39	28,66	30,70	26,62	T	3,20	NA	48,82	5,69	8,89	0,00
473	201668,48	28,28	30,34	26,22	T	3,19	NA	48,83	5,69	8,89	0,00
474	201987,59	28,46	30,66	26,25	T	3,17	NA	48,82	5,69	8,87	0,00
475	202306,69	28,11	30,24	25,99	T	3,17	NA	48,83	5,69	8,87	0,00
476	202625,78	28,36	30,44	26,28	T	3,15	NA	48,83	5,69	8,85	0,00
477	202944,88	28,44	30,50	26,38	T	3,11	NA	48,83	5,71	8,83	0,00
478	203263,97	28,35	30,23	26,46	T	3,09	NA	48,83	5,71	8,81	0,00
479	203583,06	28,09	29,84	26,35	T	3,09	NA	48,83	5,71	8,81	0,00
480	203902,16	28,10	29,69	26,52	T	3,07	NA	48,82	5,71	8,79	0,00
481	204221,27	27,94	29,24	26,64	T	3,03	NA	48,83	5,73	8,76	0,00
482	204540,36	27,74	29,09	26,38	T	3,03	NA	48,82	5,73	8,77	0,00
483	204859,45	28,05	29,56	26,53	T	3,01	NA	48,83	5,73	8,74	0,00
484	205178,55	27,47	28,72	26,21	T	3,01	NA	48,84	5,73	8,74	0,00
485	205502,80	27,72	29,01	26,43	T	2,99	NA	48,83	5,73	8,72	0,00
486	205821,91	27,43	28,59	26,26	T	2,95	NA	48,83	5,75	8,70	0,00
487	206141,00	27,34	28,12	26,55	T	2,95	NA	48,83	5,75	8,70	0,00
488	206460,11	27,30	28,38	26,23	T	2,93	NA	48,83	5,75	8,68	0,00
489	206779,22	27,19	28,09	26,28	T	2,91	NA	48,82	5,76	8,66	0,00
490	207098,31	26,83	27,19	26,47	T	2,89	NA	48,84	5,75	8,64	0,00
491	207417,42	26,71	27,22	26,21	T	2,89	NA	48,81	5,76	8,65	0,00
492	207736,53	26,99	27,86	26,12	T	2,85	NA	48,84	5,77	8,62	0,00
493	208055,63	27,27	27,69	26,84	T	2,83	NA	48,83	5,77	8,60	0,00
494	208374,73	27,23	27,84	26,63	T	2,83	NA	48,82	5,78	8,60	0,00
495	208693,84	27,24	27,73	26,74	T	2,81	NA	48,83	5,78	8,58	0,00
496	209012,94	26,85	27,04	26,65	T	2,80	NA	48,84	5,77	8,58	0,00
497	209332,05	26,75	26,71	26,78	T	2,79	NA	48,82	5,78	8,56	0,00
498	209651,14	26,80	26,80	26,80	T	2,74	NA	48,82	5,80	8,54	0,00
499	209970,25	26,75	26,82	26,68	T	2,72	NA	48,84	5,79	8,52	0,00
500	210289,36	26,29	26,47	26,10	T	2,72	NA	48,82	5,80	8,52	0,00
501	210608,45	26,45	26,31	26,60	T	2,70	NA	48,82	5,80	8,50	0,00
502	210927,56	26,55	27,04	26,06	T	2,66	NA	48,83	5,82	8,48	0,00
503	211246,67	26,87	27,16	26,58	T	2,64	NA	48,83	5,82	8,46	0,00
504	211565,77	26,52	26,71	26,33	T	2,62	NA	48,83	5,84	8,46	0,00
505	211884,88	26,26	26,29	26,23	T	2,60	NA	48,82	5,84	8,44	0,00
506	212203,98	26,43	25,98	26,88	T	2,58	NA	48,84	5,84	8,42	0,00
507	212523,08	26,26	26,23	26,28	T	2,54	NA	48,82	5,86	8,40	0,00
508	212842,19	26,14	26,38	25,89	T	2,54	NA	48,83	5,86	8,40	0,00
509	213161,30	26,60	26,56	26,63	T	2,48	NA	48,83	5,88	8,36	0,00
510	213480,39	26,37	26,40	26,35	T	2,48	NA	48,82	5,88	8,36	0,00
511	213799,50	25,90	25,76	26,04	T	2,46	NA	48,82	5,88	8,34	0,00
512	214118,61	26,22	26,28	26,16	T	2,42	NA	48,83	5,90	8,32	0,00
513	214437,70	26,28	26,50	26,07	T	2,42	NA	48,83	5,90	8,32	0,00
514	214756,81	26,56	26,20	26,92	T	2,40	NA	48,83	5,90	8,29	0,00
515	215075,92	26,68	26,52	26,83	T	2,36	NA	48,83	5,92	8,27	0,00
516	215395,02	26,46	26,28	26,64	T	2,36	NA	48,82	5,92	8,27	0,00
517	215714,13	26,07	25,56	26,57	T	2,33	NA	48,83	5,92	8,25	0,00
518	216033,23	25,75	24,89	26,61	T	2,31	NA	48,83	5,92	8,23	0,00
519	216352,33	25,63	25,14	26,11	T	2,29	NA	48,82	5,94	8,23	0,00
520	216671,44	25,50	24,58	26,41	T	2,27	NA	48,82	5,94	8,21	0,00
521	216990,55	24,74	23,20	26,27	T	2,25	NA	48,82	5,94	8,19	0,00
522	217309,64	24,76	23,29	26,23	T	2,21	NA	48,84	5,96	8,17	0,00
523	217628,75	24,58	23,02	26,15	T	2,19	NA	48,83	5,96	8,15	0,00
524	217947,86	24,25	22,62	25,88	T	2,15	NA	48,82	5,98	8,13	0,00
525	218266,95	24,08	22,57	25,59	T	2,11	NA	48,83	6,00	8,11	0,00
526	218586,06	24,76	23,48	26,03	T	2,07	NA	48,83	6,02	8,09	0,00
527	218905,16	23,24	21,81	24,67	T	2,05	NA	48,82	6,02	8,07	0,00
528	219224,27	23,67	22,09	25,26	T	2,01	NA	48,83	6,04	8,05	0,00
529	219543,38	24,02	24,50	23,55	T	1,95	NA	48,82	6,08	8,03	0,00
530	219862,47	23,97	23,97	NA	T	0,00	NA	48,82	0,00	0,00	0,00
531	220181,58	23,78	23,78	NA	T	0,00	NA	48,82	0,00	0,00	0,00
532	233264,84	63,11	63,11	NA	T	0,00	NA	48,83	0,00	0,00	0,00
533	233583,95	64,20	64,20	NA	T	0,00	NA	48,83	0,00	0,00	0,00
534	233903,05	64,65	64,65	NA	T	0,00	NA	48,83	0,00	0,00	0,00
535	234222,16	64,57	64,57	NA	T	0,00	NA	48,83	0,00	0,00	0,00
536	234541,27	64,30	64,30	NA	T	0,00	NA	48,82	0,00	0,00	0,00
537	234860,36	64,79	64,79	NA	T	0,00	NA	48,82	0,00	0,00	0,00
538	235179,47	65,26	65,26	NA	T	0,00	NA	48,83	0,00	0,00	0,00
539	235498,58	64,92	64,92	NA	T	0,00	NA	48,83	0,00	0,00	0,00
540	235817,67	64,40	65,28	63,51	T	1,97	NA	48,82	6,04	8,01	0,00
541	236136,78	64,82	65,18	64,47	T	1,99	NA	48,82	6,02	8,01	0,00
542	236455,89	64,33	64,96	63,71	T	1,99	NA	48,82	6,02	8,01	0,00
543	236774,98	64,23	65,31	63,14	T	2,03	NA	48,82	6,00	8,03	0,00
544	237094,09	64,83	65,44	64,21	T	2,03	NA	48,83	6,00	8,03	0,00
545	237413,20	64,64	65,35	63,93	T	2,05	NA	48,82	5,98	8,03	0,00
546	237732,30	64,72	65,06	64,38	T	2,09	NA	48,83	5,96	8,05	0,00
547	238051,41	64,90	65,06	64,74	T	2,09	NA	48,83	5,96	8,05	0,00
548	238370,52	64,16	64,50	63,81	T	2,11	NA	48,81	5,94	8,05	0,00
549	238689,61	63,96	64,46	63,46	T	2,11	NA	48,83	5,94	8,05	0,00
550	239008,72	64,08	64,75	63,40	T	2,15	NA	48,84	5,92	8,07	0,00
551	239327,81	64,17	64,31	64,03	T	2,17	NA	48,82	5,90	8,07	0,00
552	239646,92	64,14	64,67	63,60	T	2,17	NA	48,83	5,90	8,07	0,00
553	239966,03	64,15	64,47	63,82	T	2,19	NA	48,82	5,88	8,07	0,00
554	240285,13	63,98	63,82	64,15	T	2,19	NA	48,82	5,88	8,07	0,00
555	240604,23	63,97	64,08	63,86	T	2,23	NA	48,81	5,86	8,09	0,00
556	240923,34	64,32	64,31	64,32	T	2,23	NA	48,82	5,86	8,09	0,00
557	241242,44	64,46	64,21	64,72	T	2,25	NA	48,83	5,84	8,09	0,00
558	241561,55	64,10	64,23	63,96	T	2,27	NA	48,83	5,84	8,11	0,00
559	241880,66	63,94	64,04	63,84	T	2,27	NA	48,83	5,84	8,11	0,00
560	242199,75	64,16	64,38	63,94	T	2,29	NA	48,82	5,82	8,11	0,00
561	242518,86	63,91	63,78	64,04	T	2,29	NA	48,81	5,82	8,11	0,00
562	242837,97	64,17	63,83	64,51	T	2,31	NA	48,83	5,80	8,11	0,00
563	243157,06	63,88	64,01	63,74	T	2,34	NA	48,82	5,80	8,13	0,00
564	243476,17	64,16	64,21	64,11	T	2,33	NA	48,83	5,80	8,13	0,00
565	243795,28	64,16	64,00	64,32	T	2,36	NA	48,81	5,78	8,13	0,00
566	244114,38	64,27	64,23	64,31	T	2,36	NA	48,81	5,78	8,13	0,00
567	244433,48	64,18	64,42	63,94	T	2,40	NA	48,82	5,76	8,15	0,00
568	244752,59	64,16	64,35	63,97	T	2,40	NA	48,82	5,76	8,15	0,00
569	245071,69	64,19	64,18	64,20	T	2,42	NA	48,83	5,73	8,15	0,00
570	245390,80	63,83	64,33	63,33	T	2,42	NA	48,83	5,73	8,15	0,00
571	245709,91	64,03	64,24	63,81	T	2,44	NA	48,82	5,74	8,17	0,00
572	246029,00	63,79	64,26	63,33	T	2,46	NA	48,82	5,72	8,17	0,00
573	246348,11	64,29	64,51	64,07	T	2,46	NA	48,82	5,71	8,17	0,00
574	246667,22	63,89	64,37	63,40	T	2,48	NA	48,81	5,70	8,17	0,00
575	246986,31	64,23	64,41	64,04	T	2,48	NA	48,83	5,69	8,17	0,00
576	247305,42	63,92	64,07	63,77	T	2,50	NA	48,82	5,69	8,19	0,00
577	247624,53	63,92	64,18	63,65	T	2,52	NA	48,82	5,67	8,19	0,00
578	247943,63	64,24	64,07	64,40	T	2,52	NA	48,82	5,67	8,19	0,00
579	248262,73	64,06	63,95	64,16	T	2,52	NA	48,82	5,67	8,19	0,00
580	248581,84	63,94	64,09	63,79	T	2,54	NA	48,81	5,67	8,22	0,00
581	248900,94	64,15	64,17	64,13	T	2,56	NA	48,82	5,65	8,21	0,00
582	249220,05	64,13	63,96	64,29	T	2,56	NA	48,81	5,65	8,21	0,00
583	249539,14	63,84	63,95	63,74	T	2,56	NA	48,81	5,65	8,22	0,00
584	249858,25	64,00	64,13	63,87	T	2,58	NA	48,83	5,65	8,23	0,00
585	250177,36	64,18	64,10	64,26	T	2,60	NA	48,82	5,63	8,23	0,00
586	250496,45	63,88	63,89	63,87	T	2,60	NA	48,81	5,63	8,24	0,00
587	250815,56	64,01	63,79	64,23	T	2,60	NA	48,83	5,63	8,23	0,00
588	251134,67	64,05	63,67	64,44	T	2,62	NA	48,83	5,63	8,25	0,00
589	251453,77	64,02	63,82	64,22	T	2,62	NA	48,81	5,63	8,26	0,00
590	251772,88	64,19	63,96	64,41	T	2,64	NA	48,83	5,61	8,25	0,00
591	252091,98	64,31	64,02	64,60	T	2,66	NA	48,82	5,61	8,27	0,00
592	252411,08	64,17	64,21	64,14	T	2,66	NA	48,81	5,61	8,28	0,00
593	252730,19	64,48	64,26	64,69	T	2,66	NA	48,81	5,61	8,28	0,00
594	253049,30	64,09	64,11	64,08	T	2,66	NA	48,80	5,61	8,28	0,00
595	253368,39	64,62	64,67	64,57	T	2,68	NA	48,83	5,61	8,29	0,00
596	253687,50	64,62	64,69	64,55	T	2,68	NA	48,81	5,61	8,30	0,00
597	254006,61	64,85	64,92	64,78	T	2,68	NA	48,83	5,61	8,29	0,00
598	254325,70	64,76	65,19	64,33	T	2,70	NA	48,81	5,61	8,32	0,00
599	254644,81	64,67	65,19	64,15	T	2,70	NA	48,83	5,61	8,31	0,00
600	254963,92	64,93	65,58	64,29	T	2,70	NA	48,83	5,61	8,31	0,00
601	255283,02	65,17	65,88	64,46	T	2,70	NA	48,83	5,61	8,31	0,00
602	255602,13	65,09	65,83	64,36	T	2,72	NA	48,82	5,61	8,34	0,00
603	255921,23	65,29	66,23	64,34	T	2,72	NA	48,83	5,61	8,34	0,00
604	256240,33	65,52	66,52	64,52	T	2,72	NA	48,83	5,61	8,33	0,00
605	256559,44	65,49	66,50	64,48	T	2,75	NA	48,82	5,59	8,34	0,00
606	256878,55	65,59	66,70	64,48	T	2,76	NA	48,83	5,59	8,36	0,00
607	257197,64	65,80	66,92	64,69	T	2,76	NA	48,83	5,59	8,36	0,00
608	257516,75	65,90	67,03	64,77	T	2,76	NA	48,83	5,59	8,36	0,00
609	257835,86	65,94	67,05	64,84	T	2,77	NA	48,82	5,59	8,36	0,00
610	258154,95	65,94	67,26	64,62	T	2,79	NA	48,83	5,59	8,38	0,00
611	258474,06	65,97	67,39	64,55	T	2,79	NA	48,82	5,59	8,38	0,00
612	258793,16	65,92	67,45	64,40	T	2,79	NA	48,82	5,59	8,38	0,00
613	259112,27	66,03	67,55	64,50	T	2,81	NA	48,82	5,59	8,40	0,00
614	259431,38	66,06	67,58	64,55	T	2,81	NA	48,83	5,59	8,40	0,00
615	259750,47	66,41	67,92	64,90	T	2,81	NA	48,82	5,59	8,40	0,00
616	260069,58	66,26	67,85	64,67	T	2,83	NA	48,84	5,59	8,42	0,00
617	260388,69	66,40	67,94	64,86	T	2,83	NA	48,81	5,59	8,42	0,00
618	260707,78	66,52	68,09	64,95	T	2,83	NA	48,82	5,59	8,42	0,00
619	261026,89	66,44	68,39	64,49	T	2,83	NA	48,83	5,59	8,42	0,00
620	261346,00	66,66	68,40	64,92	T	2,85	NA	48,82	5,59	8,44	0,00
621	261665,09	66,72	68,69	64,75	T	2,85	NA	48,82	5,59	8,44	0,00
622	261984,20	66,77	68,76	64,78	T	2,85	NA	48,82	5,59	8,44	0,00
623	262303,31	66,60	68,35	64,85	T	2,87	NA	48,83	5,59	8,46	0,00
624	262622,41	66,80	68,84	64,76	T	2,87	NA	48,81	5,59	8,46	0,00
625	262941,53	66,73	68,75	64,71	T	2,87	NA	48,83	5,59	8,46	0,00
626	263260,63	66,89	69,13	64,65	T	2,87	NA	48,83	5,59	8,46	0,00
627	263579,72	66,68	68,88	64,48	T	2,89	NA	48,81	5,59	8,48	0,00
628	263898,81	66,98	69,26	64,70	T	2,89	NA	48,82	5,59	8,48	0,00
